time,temp,hum,,
4/27/23 19:15,28.33,24.6045,,
4/27/23 19:16,28.34,23.7168,,
4/27/23 19:17,28.38,25.5957,,
4/27/23 19:18,28.54,24.6611,,
4/27/23 19:19,28.17,25.0674,,
4/27/23 19:20,28.12,24.3682,,
4/27/23 19:21,28.28,24.2646,,
4/27/23 19:22,28.3,24.3887,,
4/27/23 19:23,28.35,24.0439,,
4/27/23 19:24,28.46,24.5098,,
4/27/23 19:25,28.53,24.2217,,
4/27/23 19:26,28.72,25.0078,,
4/27/23 19:27,28.9,25.3213,,
4/27/23 19:28,29.08,25.6582,,
4/27/23 19:29,29.32,25.5254,,
4/27/23 19:30,29.53,26.1572,,
4/27/23 19:31,29.5,24.7246,,
4/27/23 19:32,29.51,25.085,,
4/27/23 19:33,29.49,24.668,,
4/27/23 19:34,29.39,24.4141,,
4/27/23 19:35,29.32,24.7148,,
4/27/23 19:36,29.28,26.1201,,
4/27/23 19:37,29.29,24.2285,,
4/27/23 19:38,29.3,25.0176,,
4/27/23 19:39,29.32,24.0391,,
4/27/23 19:40,29.32,25.0635,,
4/27/23 19:41,29.34,24.6592,,
4/27/23 19:42,29.41,24.7871,,
4/27/23 19:43,29.45,24.7109,,
4/27/23 19:44,29.53,24.4785,,
4/27/23 19:45,29.56,24.7051,,
4/27/23 19:46,29.48,24.5996,,
4/27/23 19:47,29.41,25.0127,,
4/27/23 19:48,29.4,24.6963,,
4/27/23 19:49,29.46,25.5791,,
4/27/23 19:50,29.53,24.5908,,
4/27/23 19:51,29.61,25.3623,,
4/27/23 19:52,29.65,25.0713,,
4/27/23 19:53,29.73,25.6504,,
4/27/23 19:54,29.73,25.8535,,
4/27/23 19:55,29.91,25.1523,,
4/27/23 19:56,30.07,25.6797,,
4/27/23 19:57,30.21,26.7158,,
4/27/23 19:58,30.31,25.0732,,
4/27/23 19:59,30.41,26.4111,,
4/27/23 20:00,30.43,25.0459,,
4/27/23 20:01,30.4,24.4805,,
4/27/23 20:02,30.36,25.9561,,
4/27/23 20:03,30.32,26.7783,,
4/27/23 20:04,30.27,25.6924,,
4/27/23 20:05,30.28,24.9707,,
4/27/23 20:06,30.21,24.6055,,
4/27/23 20:07,30.12,24.5996,,
4/27/23 20:08,30.04,24.6182,,
4/27/23 20:09,30.04,24.585,,
4/27/23 20:10,29.95,24.3994,,
4/27/23 20:11,30,24.8086,,
4/27/23 20:12,29.97,24.7842,,
4/27/23 20:13,29.98,24.1982,,
4/27/23 20:14,29.97,23.6104,,
4/27/23 20:15,29.96,23.8125,,
4/27/23 20:16,29.98,24.1533,,
4/27/23 20:17,30.04,24.0547,,
4/27/23 20:18,29.98,24.3896,,
4/27/23 20:19,29.96,24.0273,,
4/27/23 20:20,29.92,24.3867,,
4/27/23 20:21,29.9,24.9609,,
4/27/23 20:22,29.73,23.9033,,
4/27/23 20:23,29.73,24.0273,,
4/27/23 20:24,29.74,23.5537,,
4/27/23 20:25,29.78,24.3682,,
4/27/23 20:26,29.68,23.7988,,
4/27/23 20:27,29.66,23.8193,,
4/27/23 20:28,29.73,22.5146,,
4/27/23 20:29,29.38,23.6924,,
4/27/23 20:30,29.33,23.002,,
4/27/23 20:31,29.3,23.5303,,
4/27/23 20:32,29.02,23.6172,,
4/27/23 20:33,29.22,24.0449,,
4/27/23 20:34,28.88,23.9033,,
4/27/23 20:35,28.91,23.5439,,
4/27/23 20:36,28.66,23.0811,,
4/27/23 20:37,28.64,22.9111,,
4/27/23 20:38,28.48,25.1074,,
4/27/23 20:39,28.7,24.9961,,
4/27/23 20:40,28.87,24.623,,
4/27/23 20:41,28.56,21.3867,,
4/27/23 20:42,28.54,22.8945,,
4/27/23 20:43,28.51,22.3311,,
4/27/23 20:44,28.65,23.0576,,
