a17,personal,,,,Male,,,04/30/23 12:20:25
a17,personal,170,180,24,Male,,,04/30/23 18:25:29
a17,personal,170,180,24,Male,,,04/30/23 18:51:54
a17,personal,174,180,24,Male,,,05/01/23 13:34:29
A34,personal,140,170,25,Female,,,05/01/23 13:35:35
a34,personal,,,,Male,,,05/01/23 13:52:33
