time,temp,hum
4/25/23 18:36,26.79,25.4717
4/25/23 18:36,26.78,25.335
4/25/23 18:36,26.79,25.3467
4/25/23 18:36,26.8,25.166
4/25/23 18:36,26.79,25.1084
4/25/23 18:36,26.76,24.3369
4/25/23 18:36,26.73,24.4717
4/25/23 18:37,26.71,24.8896
4/25/23 18:37,26.7,25.251
4/25/23 18:37,26.66,25.2148
4/25/23 18:37,26.62,25.3486
4/25/23 18:37,26.59,25.4375
4/25/23 18:37,26.57,25.6289
4/25/23 18:37,26.53,25.627
4/25/23 18:37,26.52,25.6943
4/25/23 18:37,26.49,25.5791
4/25/23 18:37,26.46,26.041
4/25/23 18:37,26.45,25.9385
4/25/23 18:37,26.43,26.209
4/25/23 18:37,26.42,26.3672
4/25/23 18:37,26.41,26.6719
4/25/23 18:37,26.4,26.8301
4/25/23 18:37,26.41,26.9316
4/25/23 18:37,26.42,26.9443
4/25/23 18:37,26.42,26.5928
4/25/23 18:37,26.4,26.3545
4/25/23 18:37,26.38,26.1387
4/25/23 18:38,26.35,25.9453
4/25/23 18:38,26.32,25.9883
4/25/23 18:38,26.31,26.0098
4/25/23 18:38,26.29,25.8506
4/25/23 18:38,26.28,25.4434
4/25/23 18:38,26.27,25.001
4/25/23 18:38,26.26,25.25
4/25/23 18:38,26.26,25.5547
4/25/23 18:38,26.23,25.5869
4/25/23 18:38,26.22,25.5635
4/25/23 18:38,26.22,25.6201
4/25/23 18:38,26.2,25.5967
4/25/23 18:38,26.19,25.5742
4/25/23 18:38,26.16,25.5264
4/25/23 18:38,26.16,25.5156
4/25/23 18:38,26.15,25.6162
4/25/23 18:38,26.15,25.7637
4/25/23 18:38,26.14,25.582
4/25/23 18:38,26.14,25.1748
4/25/23 18:38,26.15,25.4014
4/25/23 18:39,26.15,24.8135
4/25/23 18:39,26.14,24.8467
4/25/23 18:39,26.13,24.959
4/25/23 18:39,26.12,24.8682
4/25/23 18:39,26.09,24.5049
4/25/23 18:39,26.05,24.1973
4/25/23 18:39,26.03,24.0947
4/25/23 18:39,26.01,24.082
4/25/23 18:39,25.99,24.2842
4/25/23 18:39,25.96,24.6445
4/25/23 18:39,25.93,24.9033
4/25/23 18:39,25.91,25.1279
4/25/23 18:39,25.91,25.3877
4/25/23 18:39,25.88,25.4199
4/25/23 18:39,25.88,25.4883
4/25/23 18:39,25.86,25.4639
4/25/23 18:39,25.86,25.5996
4/25/23 18:39,25.85,25.5879
4/25/23 18:39,25.84,25.3838
4/25/23 18:39,25.83,25.293
4/25/23 18:40,25.81,25.4502
4/25/23 18:40,25.8,25.3252
4/25/23 18:40,25.8,25.3584
4/25/23 18:40,25.78,25.4482
4/25/23 18:40,25.78,25.6406
4/25/23 18:40,25.8,25.6191
4/25/23 18:40,25.82,25.5635
4/25/23 18:40,25.84,25.4971
4/25/23 18:40,25.87,25.5098
4/25/23 18:40,25.89,25.5332
4/25/23 18:40,25.9,25.3418
4/25/23 18:40,25.89,25.3525
4/25/23 18:40,25.87,25.4424
4/25/23 18:40,25.85,25.5771
4/25/23 18:40,25.84,25.4736
4/25/23 18:40,25.83,25.1572
4/25/23 18:40,25.84,24.627
4/25/23 18:40,25.89,24.957
4/25/23 18:40,25.96,24.2256
4/25/23 18:40,26.05,24.4902
4/25/23 18:41,26.11,25.0146
4/25/23 18:41,26.21,25.4043
4/25/23 18:41,26.19,25.5166
4/25/23 18:41,26.18,25.5957
4/25/23 18:41,26.17,25.7422
4/25/23 18:41,26.17,25.7529
4/25/23 18:41,26.15,25.5938
4/25/23 18:41,26.16,25.6514
4/25/23 18:41,26.15,25.582
4/25/23 18:41,26.13,25.5811
4/25/23 18:41,26.13,25.5811
4/25/23 18:41,26.15,25.583
4/25/23 18:41,26.19,25.7656
4/25/23 18:41,26.23,25.8018
4/25/23 18:41,26.24,25.0781
4/25/23 18:41,26.21,24.8506
4/25/23 18:41,26.19,25.0645
4/25/23 18:41,26.16,25.0732
4/25/23 18:41,26.21,24.9521
4/25/23 18:41,26.25,24.876
4/25/23 18:42,26.29,24.832
4/25/23 18:42,26.31,25.0029
4/25/23 18:42,26.32,25.2188
4/25/23 18:42,26.31,25.3545
4/25/23 18:42,26.31,25.3311
4/25/23 18:42,26.35,25.2432
4/25/23 18:42,26.38,25.0186
4/25/23 18:42,26.37,24.6328
4/25/23 18:42,26.35,24.0781
4/25/23 18:42,26.36,24.2139
4/25/23 18:42,26.36,24.2705
4/25/23 18:42,26.34,24.2578
4/25/23 18:42,26.33,24.1895
4/25/23 18:42,26.33,24.2119
4/25/23 18:42,26.36,24.2246
4/25/23 18:42,26.38,24.3848
4/25/23 18:42,26.39,24.4639
4/25/23 18:42,26.38,24.2939
4/25/23 18:42,26.35,24.3271
4/25/23 18:43,26.32,24.4268
4/25/23 18:43,26.32,24.5615
4/25/23 18:43,26.26,24.6719
4/25/23 18:43,26.22,24.8623
4/25/23 18:43,26.18,24.9619
4/25/23 18:43,26.14,25.1064
4/25/23 18:43,26.1,25.2061
4/25/23 18:43,26.07,25.1816
4/25/23 18:43,26.06,25.3174
4/25/23 18:43,26.08,25.126
4/25/23 18:43,26.1,24.8213
4/25/23 18:43,26.1,24.6416
4/25/23 18:43,26.09,24.4941
4/25/23 18:43,26.09,24.5615
4/25/23 18:43,26.06,24.6045
4/25/23 18:43,26.03,24.6377
4/25/23 18:43,26,24.6807
4/25/23 18:43,25.96,24.543
4/25/23 18:43,25.93,24.5977
4/25/23 18:43,25.9,24.6299
4/25/23 18:44,25.87,24.6621
4/25/23 18:44,25.84,24.751
4/25/23 18:44,25.8,24.6807
4/25/23 18:44,25.77,24.5664
4/25/23 18:44,25.74,24.6211
4/25/23 18:44,25.71,24.6992
4/25/23 18:44,25.68,24.8438
4/25/23 18:44,25.66,25.001
4/25/23 18:44,25.68,23.1943
4/25/23 18:44,25.76,23.5488
4/25/23 18:44,25.76,24.0459
4/25/23 18:44,25.73,24.2256
4/25/23 18:44,25.7,24.5176
4/25/23 18:44,25.68,24.6172
4/25/23 18:44,25.66,24.7412
4/25/23 18:44,25.64,24.8984
4/25/23 18:44,25.63,24.9648
4/25/23 18:44,25.62,24.9531
4/25/23 18:44,25.61,24.9307
4/25/23 18:44,25.6,24.9297
4/25/23 18:45,25.61,24.9531
4/25/23 18:45,25.63,25.0898
4/25/23 18:45,25.64,24.8867
4/25/23 18:45,25.66,24.5605
4/25/23 18:45,25.67,24.4482
4/25/23 18:45,25.67,24.4033
4/25/23 18:45,25.67,24.7305
4/25/23 18:45,25.68,24.7539
4/25/23 18:45,25.7,24.6641
4/25/23 18:45,25.71,24.4951
4/25/23 18:45,25.76,24.1699
4/25/23 18:45,25.77,23.7861
4/25/23 18:45,25.78,24.4316
4/25/23 18:45,25.78,24.8154
4/25/23 18:45,25.79,25.0762
4/25/23 18:45,25.8,25.2129
4/25/23 18:45,25.82,25.2354
4/25/23 18:45,25.83,25.2256
4/25/23 18:45,25.84,25.1006
4/25/23 18:45,25.85,25.1133
4/25/23 18:46,25.86,24.9434
4/25/23 18:46,25.87,24.9443
4/25/23 18:46,25.87,25.0352
4/25/23 18:46,25.88,25.251
4/25/23 18:46,25.9,25.376
4/25/23 18:46,25.9,25.3418
4/25/23 18:46,25.92,25.5244
4/25/23 18:46,25.92,25.5811
4/25/23 18:46,25.91,25.2744
4/25/23 18:46,25.92,25.2412
4/25/23 18:46,25.92,25.2529
4/25/23 18:46,25.92,25.4453
4/25/23 18:46,25.93,25.4453
4/25/23 18:46,25.93,25.4004
4/25/23 18:46,25.93,25.4453
4/25/23 18:46,25.92,25.4678
4/25/23 18:46,25.92,25.4111
4/25/23 18:46,25.91,25.3535
4/25/23 18:46,25.9,25.4209
4/25/23 18:46,25.9,25.6357
4/25/23 18:47,25.9,25.7715
4/25/23 18:47,25.91,25.8516
4/25/23 18:47,25.91,25.8857
4/25/23 18:47,25.9,24.6416
4/25/23 18:47,25.89,24.459
4/25/23 19:13,25.83,22.252
